what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1668904485077
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1668904485077
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1668904485077
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1668904485077
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1668904485077
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1668904485077
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1668904485077
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1668904485087
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1668904485087
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1668904485087
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1668904485087
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1668904485087
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1668904485087
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1668904485087
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1668904485097
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1668904485097
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1668904485107
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1668904485107
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1668904485107
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1668904485107
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1668904485107
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1668904485107
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1668904485107
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1668904485107
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1668904485107
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1668904485117
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1668904485117
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1668904485117
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1668904485117
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1668904485117
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1668904485117
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1668904485117
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1668904485117
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1668904485117
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1668904485117
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1668904485117
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1668904485117
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1668904485117
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1668904485137
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1668904485137
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1668904485137
os,sysinfo,,,"win32",1668904485137
arch,sysinfo,,,"x86",1668904485137
ws,sysinfo,,,"win32",1668904485137
locale,sysinfo,,,"en_US",1668904485137
processors,sysinfo,,,"4",1668904485137
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1668904485137
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1668904485137
java.specification.name,sysinfo,,,"Java Platform API Specification",1668904485137
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1668904485137
java.specification.version,sysinfo,,,"1.6",1668904485137
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1668904485137
java.version,sysinfo,,,"1.6.0_23",1668904485137
java.vm.info,sysinfo,,,"mixed mode",1668904485137
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1668904485137
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1668904485137
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1668904485137
java.vm.specification.version,sysinfo,,,"1.0",1668904485137
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1668904485137
java.vm.version,sysinfo,,,"19.0-b09",1668904485137
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1668904485427
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1668904485467
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1668904485537
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1668904485576
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1668904486786
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1668904487126
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1668904487736
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1668904489985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904504793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904688020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904811849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904920156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904935551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904954892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1668904956301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904964643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904972475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1668904975034
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1668904980861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1668904980871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904984859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668904996670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905019195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905027259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905034137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905038471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905047075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905052703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905060896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905064194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1668905067343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905073977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905076626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905083808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905112899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1668905115558
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1668905115828
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905122225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905122295
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1668905122485
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1668905122525
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1668905122535
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1668905122535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905128482
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1668905138962
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1668905138972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905139908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905158911
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1668905165466
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1668905173419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905173758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905173938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905179885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905180025
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1668905180055
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905180935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1668905181285
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1668905181445
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1668905187271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1668905198572
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1668905200241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905203010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905208435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905209065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905213331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905218889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905221454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905228361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905237452
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1668905237492
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905240657
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1668905240937
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1668905240967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905250139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668905253317
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1668905253597
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1668905253677
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1668905253887
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1668905254007
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905254037
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1668905261857
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1668905261957
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905268424
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905373282
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905374491
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905374801
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905383387
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905417621
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905418281
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1668905418621
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668905427305
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1668905427345
